area_sqft,bedrooms,bathrooms,floors,age_years,location_score,price
3000,3,2,1,3,5.48,19183192
3929,4,3,2,39,7.78,23447678
4890,4,4,1,15,3.62,27634738
1947,1,1,2,10,8.46,14056261
3618,3,3,1,26,6.86,21847194
3987,3,1,2,25,9.89,25123860
896,5,2,3,30,2.61,7321897
4845,1,3,2,33,1.46,25374937
784,5,2,3,7,8.66,9435053
945,1,2,1,38,4.05,5234483
3389,3,2,2,0,4.88,21472656
4684,1,4,3,1,9.33,30006075
1020,1,1,1,26,4.97,7362208
798,1,3,2,44,3.68,5126929
1973,2,4,3,42,1.54,10734446
3367,2,1,2,2,4.99,21761337
414,3,4,2,33,6.89,6092461
3279,1,1,3,15,3.42,18363050
2036,3,3,3,0,7.46,16605915
3911,2,3,1,6,5.3,24086071
2553,1,3,3,34,8.72,15686509
2594,5,3,3,21,2.46,15340242
3930,2,1,2,47,7.81,21920910
446,2,4,3,31,9.39,7423893
4282,2,3,2,25,7.67,24938142
3753,1,3,2,5,4.65,21565073
4807,4,3,3,45,3.07,26170026
2710,5,2,3,10,1.89,15691159
436,5,3,3,30,6.78,6266366
3660,3,3,3,20,2.29,20129089
3305,1,1,1,21,8.54,20036883
3852,2,2,2,0,9.65,24446151
318,4,1,1,20,2.22,3452131
2542,1,4,1,44,4.38,14222754
748,1,2,2,19,9.44,8130883
2248,4,1,1,8,5.24,14717371
1245,2,1,3,26,5.82,8832060
4536,1,4,3,28,7.73,27549275
2220,5,4,3,42,2.89,13847417
3277,5,3,3,32,9.81,21643053
4488,4,3,2,44,8.03,26141161
4315,2,2,3,0,2.45,24730753
538,4,2,2,2,2.0,5409039
504,1,4,2,31,9.41,6635079
2907,5,2,2,19,7.17,18616322
4640,3,3,2,16,1.35,24743144
3688,4,4,1,36,2.28,20639719
3272,3,1,1,37,1.43,17334791
4690,3,4,3,48,9.77,28184677
2987,5,2,2,9,5.48,19341222
4466,4,3,3,42,5.16,24797318
1648,3,3,3,44,9.6,12335315
4700,1,1,3,28,5.54,24870748
1116,2,1,3,41,5.66,8237942
1120,2,4,2,45,9.86,8139484
492,5,3,2,31,2.0,5096532
2076,4,1,1,12,9.87,15283269
3945,4,1,2,30,2.49,21416953
4924,2,4,2,3,5.26,28348439
550,1,4,3,48,4.04,3598068
2088,2,3,2,17,9.6,14209772
4000,2,2,3,10,5.37,22963096
2763,4,2,2,41,1.21,15104204
1467,3,3,1,17,3.0,9222605
4193,1,2,3,40,4.88,21933373
1396,4,3,2,36,7.09,10561970
2979,2,3,2,32,6.06,16554809
2147,3,1,3,36,8.65,14269608
4204,1,2,1,2,8.46,25783236
804,5,3,1,0,6.31,9479492
1921,1,2,2,18,6.14,12142296
2772,1,2,2,5,3.5,17113957
2846,2,4,2,9,9.62,20338625
1687,2,2,3,36,1.69,8397186
3294,5,3,3,11,4.57,21155207
4116,5,1,3,43,6.95,23935793
1017,5,2,2,16,9.51,11043966
3784,4,3,1,26,5.51,21965879
4734,4,4,3,1,9.06,29547532
958,2,2,1,24,1.94,5941644
4308,2,1,2,45,5.78,23391120
4824,5,2,3,43,3.84,26554277
4534,4,3,3,27,8.16,27505270
4064,3,2,3,44,5.0,21832288
3289,4,2,2,36,5.28,19842294
4937,2,4,2,36,1.58,26313371
2404,4,2,2,16,4.94,15719319
1555,2,1,1,4,1.73,9240480
2782,5,2,1,18,3.7,17171275
683,5,4,3,3,2.14,7157082
2907,5,3,3,38,4.01,17112868
493,3,2,2,48,3.05,3720281
4107,3,2,2,42,3.57,21753446
4019,2,4,2,37,2.34,22088056
2881,1,4,3,44,4.96,16554258
2865,3,4,2,43,5.48,17370922
3063,2,2,1,29,8.53,18478757
3098,4,1,1,31,5.85,18021392
2639,5,4,3,36,3.06,15247158
3706,5,3,3,26,7.62,23988126
1031,5,2,1,31,3.68,9066691
3172,2,3,2,41,7.81,19194235
3420,5,3,3,10,4.48,21571528
4477,3,1,3,40,5.62,24444503
2904,4,3,3,12,5.53,19690398
2682,5,4,1,34,9.6,18477608
831,2,4,3,16,2.38,6333123
4616,4,2,1,29,9.45,26921803
934,5,1,1,17,6.06,8071619
2069,1,1,2,36,9.94,13856124
4104,5,3,2,47,6.16,22617482
2670,3,1,2,29,6.91,15950830
302,4,3,3,25,7.75,6941629
505,3,3,1,15,8.4,7699696
4435,1,1,3,10,5.3,25082389
2921,1,2,1,3,7.11,19120519
3190,3,3,3,40,6.53,18629479
3493,4,4,1,14,4.66,21668743
2966,1,4,2,11,8.39,19354538
3606,1,1,2,26,2.73,20106651
1197,5,1,3,47,2.5,6716188
1385,2,3,1,3,7.63,12442155
1579,1,3,2,34,6.74,10527025
970,4,4,1,20,3.86,7104865
1805,4,3,3,35,6.72,12867649
3875,5,4,2,1,7.94,25950453
2255,4,3,3,38,2.95,14054627
549,5,2,3,27,6.23,7117693
2192,1,2,1,33,8.42,13562926
3739,1,4,3,32,4.7,21544125
2153,1,2,3,49,6.15,12452013
3154,1,2,1,7,1.71,16663390
1803,2,1,1,7,8.47,13460799
3685,2,3,3,41,8.17,21204640
3871,1,1,2,49,5.11,20179134
4092,4,4,2,21,2.07,23402244
3726,5,1,1,26,6.94,21892730
343,3,4,3,27,6.16,5626118
3912,5,2,2,10,9.28,26013653
2918,3,1,1,26,3.52,16135528
4978,3,2,1,0,1.29,27213870
3463,1,3,1,38,3.29,18815203
1588,3,2,3,27,4.85,11336991
3242,1,3,1,26,2.4,16840734
519,2,2,2,7,9.82,7452678
2225,4,1,3,45,3.0,12820152
3272,3,1,2,23,7.1,19834463
3813,4,2,2,39,5.09,21473435
2748,1,4,2,35,6.0,15411275
3771,3,4,3,23,9.39,23880339
3074,5,3,2,41,5.78,18450275
1290,2,3,1,21,3.75,9111538
3246,2,2,1,9,2.99,18439702
2112,3,1,2,3,9.03,16285033
1103,2,3,1,7,9.88,10880842
789,5,2,3,38,3.27,6830900
3856,4,3,3,14,7.5,24322807
1793,5,1,1,7,5.55,12927192
3945,2,3,1,28,7.29,22725453
3191,4,2,3,41,9.68,19808304
2005,5,3,2,38,3.48,12573846
3816,1,4,3,34,7.66,23474043
3640,1,3,2,40,4.94,20268834
353,4,1,1,47,6.87,4419347
2875,4,1,1,13,4.66,17022930
3891,4,1,2,31,7.38,22466568
915,1,1,2,6,4.04,7666211
1254,5,2,3,43,5.4,9360502
2733,4,3,2,32,7.38,17299341
1929,1,3,1,47,1.38,8539302
3081,4,3,1,34,3.95,17635740
949,4,3,1,26,5.92,7813624
2647,4,2,2,0,1.67,16038814
4790,1,1,2,5,7.33,27290122
3578,5,3,1,1,8.32,24321227
2940,1,3,2,6,2.47,16782829
4101,1,1,3,7,7.6,24900590
2861,4,4,3,44,6.82,17976299
3549,3,4,2,28,4.7,20434115
670,3,1,2,15,2.48,5399413
1157,3,3,1,28,9.59,11250877
683,1,1,2,30,5.18,4772405
4177,4,3,1,21,2.65,22924961
2852,3,3,3,9,7.46,18193986
4634,2,4,2,3,6.47,27734502
4590,2,4,3,24,8.35,26391610
3025,2,3,2,12,9.96,20265080
4334,5,3,2,16,1.4,23425778
3593,4,3,1,39,7.65,21888116
4551,1,4,1,7,9.9,28030852
4288,1,3,2,22,5.84,22710042
1222,4,1,2,6,7.44,10502110
3215,5,2,1,31,4.97,18824618
3250,4,2,3,23,4.21,19597420
3346,5,3,2,0,7.27,22972409
1274,3,1,1,46,9.89,9973342
1530,3,3,2,46,1.82,8529374
2735,5,1,1,35,4.8,16402010
2114,4,4,3,26,9.47,16332144
3234,3,4,2,5,2.02,19233710
1663,4,3,2,41,6.86,11500795
4240,3,4,3,30,4.87,24390170
503,4,3,2,11,4.39,6903624
460,4,2,2,25,2.88,3426338
4787,2,1,2,24,2.59,24223899
1068,5,1,1,3,5.65,10080092
4048,1,2,1,5,4.4,22651062
2881,5,2,2,45,5.42,17057899
1393,4,2,3,12,2.76,10003272
4800,4,2,3,24,4.15,28091356
907,5,4,2,30,9.97,10460715
1840,4,1,1,21,4.31,12426331
3175,3,1,1,34,4.71,17653733
3491,4,2,2,20,1.18,18924267
2137,5,3,1,14,4.43,14083789
989,5,3,1,2,7.87,11355958
4059,5,3,3,36,5.64,24063240
3249,2,3,2,44,6.91,18847034
2403,2,4,1,25,6.01,16074790
665,2,1,1,46,1.95,3185402
3875,2,1,1,16,3.99,21235661
4850,2,1,2,37,7.25,26728867
4499,2,3,2,49,5.93,24954486
4472,2,2,1,34,7.07,24452434
4625,5,3,3,40,4.24,25847159
2678,1,1,3,7,2.74,16390833
1505,2,3,2,10,8.47,12616096
4139,5,2,3,23,4.39,24052480
3035,1,2,1,42,6.9,18147990
3647,2,3,2,7,4.43,21831498
1975,1,1,2,29,9.35,12659410
598,1,4,3,0,9.93,8925910
1256,3,1,2,33,6.84,9873827
1414,4,4,3,19,6.42,11721936
2805,3,1,3,35,8.57,18529335
1774,1,3,1,33,5.65,10493142
4760,5,4,3,33,8.83,28888908
4746,2,1,3,12,4.72,26946090
4026,4,3,2,5,1.29,22373619
3771,2,1,1,35,9.34,22288036
3128,5,2,1,24,7.49,20198391
3150,4,2,3,26,5.6,18607825
2806,3,1,2,46,9.5,16689335
4070,1,3,2,30,8.98,24735887
3264,5,1,2,2,1.98,19569956
4894,1,3,1,27,6.62,26145835
1249,1,4,1,3,5.84,9841302
4903,2,2,3,16,7.99,28900618
3150,5,4,3,37,3.71,17496664
465,1,3,2,33,1.07,2342137
3786,3,1,3,19,2.67,20937931
2809,4,2,2,12,2.9,16845028
1219,5,3,1,46,3.62,7465624
413,2,3,3,4,4.33,5676519
3804,5,2,2,23,7.36,23311237
1291,2,1,1,37,1.67,6625954
4139,4,2,2,16,5.38,24601615
1558,3,1,3,30,5.49,9605775
3726,1,1,2,27,6.54,21552964
814,5,3,1,0,3.79,8599473
3496,2,1,3,1,3.34,20758005
4734,4,1,1,32,5.35,26170566
2884,1,2,3,39,6.94,16796068
367,4,2,2,28,1.4,3333201
1896,3,1,1,3,3.64,12573085
4778,1,3,1,17,8.09,28221920
318,1,2,2,23,5.36,4461820
3030,1,4,1,31,9.57,19036953
3821,2,3,1,8,8.81,24373468
872,1,2,1,46,4.1,5294247
2558,4,2,1,15,7.54,17652356
3202,2,4,2,20,3.47,18405426
950,1,1,1,29,2.58,6124063
2887,4,2,1,2,8.93,20561021
3562,4,4,1,32,4.15,19975376
1638,5,4,3,30,2.83,10671351
3934,4,2,3,44,9.68,24651915
3127,3,3,2,13,1.28,16869307
2517,1,2,2,5,4.3,15542124
3839,1,4,2,4,1.35,22484980
1337,1,2,1,28,5.54,9388240
4683,4,3,3,36,4.61,26721825
4278,4,1,3,35,7.49,24389967
3261,1,1,2,20,9.59,20838674
3526,2,2,3,11,5.68,22068864
1398,2,2,2,45,3.57,7813121
2624,3,4,1,22,8.85,17911532
1239,5,3,3,13,6.44,11677237
4016,3,4,1,42,5.98,22614121
3714,1,4,1,41,2.7,18592433
1748,1,1,3,9,1.37,8924686
870,1,4,2,26,5.15,7167781
3204,5,4,3,40,5.75,19318057
2805,4,1,1,1,2.14,15505563
1217,5,1,2,13,1.53,8147865
2174,3,3,1,6,2.94,13701510
1978,4,3,2,16,1.57,12075706
915,4,3,3,19,1.51,7544005
4801,3,2,1,7,5.0,27934111
2049,4,1,2,19,8.29,14738421
4125,2,2,2,35,6.98,22829960
4488,3,2,3,4,7.11,27687080
2777,3,3,2,12,3.36,17663820
3805,2,1,2,38,1.1,20030860
3775,5,2,1,37,5.06,21462429
4829,5,4,3,16,4.39,28647035
1435,5,4,3,5,9.53,13664264
4300,4,1,1,18,1.65,22897514
674,2,2,1,24,7.99,7377447
506,3,3,1,2,4.47,5742331
1619,3,2,2,40,8.47,11340685
1441,3,4,3,27,5.45,11259030
4927,4,4,3,25,8.38,29436527
2990,4,3,3,46,5.2,16963458
3555,5,1,2,7,4.62,22769813
389,4,2,3,14,9.67,7945151
4408,5,4,3,0,4.32,26198388
3320,5,2,3,39,8.25,20967778
2157,3,3,3,22,1.6,12714662
1104,4,3,1,35,1.56,7249581
1244,5,1,2,41,4.94,8897255
3089,2,3,3,15,6.27,19330943
4175,2,1,3,49,6.48,22899245
1910,4,2,3,3,1.33,12641059
3223,3,4,3,7,7.27,21523272
4182,3,4,3,35,2.17,22490036
3521,5,1,1,9,9.6,22624802
4691,4,4,1,29,4.0,26144243
2687,2,1,2,35,3.35,14396744
1241,5,1,2,15,3.62,9372856
2866,5,2,3,29,9.44,20057601
1275,1,2,3,43,5.35,8742641
1254,4,3,1,9,4.91,10593336
1562,5,1,2,10,6.09,12652190
1243,2,2,3,33,9.38,10220919
2502,1,1,3,15,3.78,14528941
3627,2,1,3,18,2.63,20404951
4574,3,1,2,43,6.36,25650379
2559,1,2,1,3,5.43,16646708
2128,1,1,1,48,1.56,9943032
1557,5,1,3,43,5.7,10606676
764,3,3,3,30,6.06,8162959
3594,5,1,3,47,7.25,19956788
1530,4,3,3,34,9.96,13174291
2954,2,1,3,33,4.79,16615775
1184,2,3,2,25,5.59,8735896
4105,5,2,1,38,1.68,21704257
4156,2,2,2,5,8.48,24796286
3435,2,4,2,32,1.88,18422070
1224,4,1,3,46,9.4,10569679
4889,3,4,2,26,4.14,27154090
1846,1,4,1,11,4.04,11967930
1394,5,3,3,44,3.96,8958901
2711,5,2,1,7,9.55,19585884
2917,4,1,2,8,9.82,19033495
1062,4,1,3,0,9.76,11167400
2623,1,3,1,4,7.34,17594488
4445,3,4,1,6,2.0,24411650
3075,5,3,3,17,4.48,18748047
4959,4,4,1,39,3.6,26701582
3455,5,1,3,23,7.38,21975810
4270,2,3,3,25,5.43,24927628
2340,5,4,2,9,6.55,16970599
883,3,3,1,39,1.08,4890161
4631,3,2,3,43,8.05,26677643
2403,5,3,2,47,9.57,16281359
2242,2,1,2,11,7.02,15435423
4755,3,3,3,21,8.67,29385587
409,4,1,3,26,5.3,5136139
491,5,1,1,2,1.18,4607322
1203,2,3,1,17,9.91,10949895
1161,4,3,1,4,1.53,9674282
1383,5,3,3,13,2.73,10565416
949,2,2,2,24,1.47,5441963
4434,4,2,2,30,6.62,25735948
3911,3,4,3,20,6.25,23668562
936,5,3,1,47,2.89,5820466
1336,5,4,2,37,9.61,12404669
4431,3,4,2,47,9.22,26301923
2448,1,1,1,19,3.52,14427792
4165,4,4,2,13,6.93,24200930
3457,3,3,1,19,8.7,22105019
3887,5,2,2,36,4.24,22070112
3594,4,4,2,45,3.28,19340498
4561,4,4,2,29,3.31,25697888
2730,1,2,1,42,8.38,15769556
2179,5,4,2,40,5.17,13259803
4266,2,3,2,19,7.44,25719174
4013,1,4,2,6,6.85,24327511
4426,1,1,3,4,3.76,24065004
4406,2,4,2,30,2.87,24596318
2311,2,1,2,28,2.13,12637109
3673,1,2,1,14,1.21,19096963
2443,4,2,1,24,1.73,13140907
2800,3,4,3,12,3.31,16821970
4881,3,4,1,43,7.42,26756009
1589,1,2,1,23,2.39,9957464
1747,4,1,1,14,5.71,13368911
3499,2,2,3,23,3.21,20192161
2243,1,2,3,25,5.61,13029017
3483,5,1,2,18,7.75,22385441
3516,4,2,2,23,3.39,21352759
3436,5,4,1,18,4.13,20480663
3618,5,4,2,41,7.51,22098701
3082,1,2,2,16,5.92,19375725
1290,4,4,3,47,1.85,7964176
2453,5,3,3,4,7.82,18577023
525,4,2,2,3,3.5,5932756
1076,3,3,2,21,4.47,7686590
3137,5,2,2,9,3.21,19459841
987,5,2,1,20,5.89,8593468
829,4,3,3,24,7.37,8315307
3742,3,2,2,5,8.23,23453901
2453,5,4,2,29,9.3,18048413
1594,1,3,1,28,4.23,10051361
1826,4,2,3,10,9.39,15893225
3196,4,4,1,10,6.55,21328464
3403,5,3,1,47,4.51,19295853
2740,3,3,2,45,8.99,17398198
4435,5,4,1,26,6.22,26842960
4102,2,2,1,18,5.09,23370918
1144,5,2,2,21,1.1,8431778
746,2,3,3,27,7.46,7604203
4215,1,1,2,3,1.7,23239744
3409,4,2,3,36,3.6,19988174
1534,4,2,1,18,9.66,12105314
526,3,4,1,16,2.4,5844666
4443,5,1,2,49,3.81,24526101
3259,1,1,2,39,9.39,19287645
2130,2,3,2,35,4.04,12577123
4079,3,4,1,22,3.96,23078247
486,1,4,1,49,6.83,4186154
3177,1,2,3,27,2.18,17697298
2835,2,3,2,10,9.75,18877748
2232,2,2,1,13,3.48,13631781
3224,4,1,3,12,8.07,20459962
1148,5,4,2,23,3.59,8873018
2332,3,3,2,15,3.48,14051163
1552,5,2,3,27,1.52,9923425
2181,3,2,3,29,2.07,12807706
569,1,1,3,43,5.7,5024806
1930,2,4,1,40,6.19,12178235
4705,2,1,2,38,8.34,27550000
3503,1,2,2,41,1.54,17369301
1874,1,4,3,26,4.21,12198538
3192,3,4,1,16,2.8,19329629
1995,1,1,3,49,4.22,10500802
3558,3,4,1,25,4.19,20865776
3562,5,1,2,6,4.19,20444297
1745,2,4,2,34,3.79,11316612
519,2,4,1,14,7.88,6693705
352,2,3,2,15,7.21,6678899
2057,5,4,2,20,4.07,14001048
1966,5,2,3,16,2.32,13298626
3085,4,3,1,44,5.66,17647206
1019,3,1,2,25,9.27,11043335
705,3,2,2,34,2.11,4869060
2594,4,1,1,19,7.78,18361741
371,2,1,2,19,6.39,5068243
2353,3,2,1,22,6.3,14973234
1529,3,1,1,4,9.41,13304458
1867,2,3,3,8,9.6,15541879
3982,1,2,1,22,3.19,21902170
3253,1,1,3,17,8.28,20463287
4782,4,1,2,28,6.59,27376212
998,5,4,1,10,4.68,9748029
1126,3,4,3,42,6.99,9190686
648,3,1,1,47,9.6,6415459
4208,4,2,2,7,5.65,25277218
607,4,3,3,26,9.46,8996593
3716,3,1,3,1,6.79,22644000
2634,2,1,3,22,5.35,16405121
3109,2,1,2,20,6.8,19256349
3858,5,4,3,9,6.42,25780749
4778,3,2,2,37,4.8,24475053
3777,3,1,2,3,6.06,22291865
4920,3,4,1,20,7.33,28441181
2986,3,1,2,36,8.55,18135558
3285,4,1,3,42,3.74,18647270
575,1,2,3,11,1.13,3764490
2847,3,4,2,47,5.96,16626652
3064,1,3,2,45,5.4,16587321
636,2,2,1,13,1.49,4632524
2273,5,3,1,19,6.69,16540938
3279,2,4,3,46,9.47,20520794
4876,3,4,2,7,4.62,28072421
4268,2,3,3,26,9.05,25119592
1210,4,4,2,36,8.32,10647093
2296,1,2,3,40,2.46,11787721
3429,3,1,3,20,8.09,21297255
4504,4,3,3,47,5.65,25057539
4057,1,1,2,34,9.27,24148728
627,4,3,1,43,2.7,4341104
2099,2,1,1,38,2.13,10692014
614,3,1,2,48,3.17,3381940
3845,2,2,1,14,1.54,20411980
1434,5,1,3,46,3.88,9530405
3046,3,3,2,11,3.55,18403740
1820,2,1,2,33,4.75,10852486
455,3,4,1,7,5.17,5680913
2024,1,1,1,36,2.3,9872950
3643,3,1,3,29,6.57,21711052
1186,3,4,2,2,3.01,9425694
3373,1,4,1,29,2.1,17896264
3105,2,3,2,28,7.38,19255343
1021,3,4,3,0,1.2,8557459
1212,4,4,3,15,4.32,10335002
3657,3,3,3,41,2.3,19463952
1170,2,3,2,30,8.95,9870880
4408,1,1,2,9,8.42,26521582
797,2,2,2,29,1.54,3833010
2056,5,3,2,42,5.95,13542304
1417,3,4,2,25,3.66,10155001
3709,3,1,3,11,2.73,20790617
3128,1,4,3,39,3.8,16622150
1947,3,3,3,4,8.34,16035294
3283,4,2,1,8,1.52,18477800
442,4,1,3,10,6.83,6771052
3061,2,3,2,46,9.22,18848511
3735,1,3,3,22,5.03,20982137
4960,5,4,1,16,9.11,29806403
2731,2,2,1,42,9.16,17009609
4812,1,3,1,12,6.49,26910195
2148,1,4,1,16,5.1,14067267
2996,2,1,1,22,7.64,18311250
2017,2,4,2,38,9.25,15158735
3372,3,1,3,8,7.12,21429442
1367,5,4,2,17,2.89,9883749
3086,4,2,2,17,8.38,20726873
4091,3,4,1,29,9.56,25716668
1588,1,2,3,41,4.69,8743555
4171,5,2,3,43,7.28,24682996
2106,5,1,3,25,5.66,14366328
1804,2,4,1,17,2.01,11507885
3608,5,4,2,20,4.15,21287385
3251,5,4,3,40,2.47,18853464
371,1,2,2,40,7.06,4385383
1990,3,3,3,41,6.24,12725218
1644,5,4,3,32,1.3,11726336
3603,2,4,3,42,1.55,18291161
3413,3,3,3,13,3.35,20083769
1182,2,1,1,9,7.7,9542416
4534,5,4,1,27,2.14,25295184
2962,3,3,2,13,2.84,18449204
1804,5,4,1,18,9.17,15454239
2763,1,2,3,25,5.92,15269049
2853,3,3,2,9,6.59,19540609
1032,2,2,2,16,5.1,7950068
2048,1,3,2,33,3.7,11420389
4224,4,1,3,13,3.24,24190688
723,2,2,3,25,6.3,6692162
3778,5,4,2,49,5.24,21467293
1891,2,3,1,33,4.63,11139863
4785,4,4,3,18,7.25,29035475
4737,2,1,3,23,4.64,26749909
792,1,3,1,30,1.33,4614925
491,2,1,2,39,8.56,5479378
798,3,3,1,5,3.87,7747419
1556,4,2,3,19,9.52,13821839
2268,2,4,2,38,8.92,15271913
4622,4,2,2,44,3.11,24473993
2486,1,2,1,33,9.69,16322531
1116,3,2,3,21,8.68,9908617
3520,5,2,3,6,9.87,23071531
1773,2,3,2,32,7.1,12410761
1386,1,4,3,5,9.38,12272701
4499,4,3,2,15,7.21,26964591
2174,4,3,2,7,8.7,15648920
1170,1,3,2,44,6.49,7572250
2342,2,2,3,22,9.36,16127426
572,5,1,1,17,5.66,7344183
1329,2,2,2,13,7.63,11723671
3518,3,3,1,49,9.25,20899343
4369,2,2,1,35,4.8,23939097
1351,3,4,1,14,1.24,8327245
4333,4,4,1,4,2.02,24985415
1873,3,2,1,45,9.75,12759636
3490,5,2,2,47,8.86,20554760
4688,1,1,3,14,5.35,26895818
4097,3,2,1,10,9.65,25894484
3589,2,2,3,1,2.67,21259613
4047,3,1,3,22,2.0,21789600
2405,4,2,2,23,6.41,14683565
607,3,2,1,17,4.44,5197792
3659,5,2,3,3,4.06,23075688
3476,3,2,3,14,7.61,21851501
1551,5,2,1,11,2.35,10999804
3047,2,3,2,2,8.01,20126636
1817,4,2,2,31,4.24,11677622
1678,1,1,1,35,9.88,11742281
2261,2,2,3,20,8.28,15105631
4605,2,3,2,47,6.82,25533223
3163,1,1,2,5,3.07,18864630
2956,3,1,3,1,9.61,20377857
2794,3,2,3,8,1.3,15509225
4867,3,4,3,11,3.01,27998944
4305,4,3,3,43,1.33,21971476
3863,2,4,1,23,9.7,23602778
1222,5,2,3,13,8.84,11709106
4532,1,3,2,48,9.57,26103599
4762,2,4,3,40,7.44,27378446
3259,3,3,3,11,1.25,18534671
483,1,2,1,26,9.38,5557946
3658,5,3,1,9,4.79,23847304
1698,2,2,3,42,4.31,10155758
3096,2,4,1,1,3.56,19314016
836,4,3,1,30,3.58,6803985
1573,2,1,1,27,8.21,12001105
3267,2,2,1,15,3.31,18028275
3349,5,3,3,0,3.0,21177479
1396,5,1,1,21,7.28,11031910
1605,1,1,1,0,3.59,10068763
1215,3,1,2,30,1.12,7574330
3381,5,1,3,21,9.39,21789193
4547,1,2,1,33,3.82,24204437
1328,2,3,2,11,7.88,12085095
2277,1,1,1,22,5.22,14355350
3654,1,3,3,27,2.21,19192697
2811,1,3,2,49,6.96,16576153
570,1,4,2,11,3.08,5727262
1486,5,3,3,26,3.59,10026089
4855,3,2,2,22,1.29,24863090
4500,1,2,2,0,1.15,24463150
4064,4,1,1,42,5.62,23122545
2698,2,3,2,1,1.52,17502955
4829,2,2,3,43,2.88,24794109
4535,2,2,1,30,9.31,26640049
4482,2,2,2,1,1.75,24340188
2011,2,1,1,48,3.62,11346499
2530,1,2,3,24,7.54,16276764
428,3,3,2,37,8.96,6393923
1569,4,2,3,47,1.42,8677838
3972,5,2,3,18,2.67,22460263
1901,4,1,2,27,4.49,12606492
4270,5,3,2,5,4.25,26214198
4544,5,2,1,38,3.6,25450808
927,4,3,3,18,3.18,8286652
4097,1,3,2,16,3.42,22276573
2344,2,2,3,5,2.2,14202264
3852,1,1,2,14,2.47,21064087
2641,2,3,3,21,6.46,16574677
3514,3,4,1,40,3.63,18800556
549,5,2,3,33,4.6,5644588
3225,4,3,2,4,4.71,20485493
1274,3,3,1,22,1.99,9887526
1625,2,3,1,4,8.38,13774928
1283,1,2,2,43,9.61,9251072
1188,4,4,1,9,3.37,9123075
3237,5,3,3,3,3.65,20010658
2417,3,3,3,11,7.24,17258390
2972,5,1,2,46,1.73,15561146
1626,2,2,3,9,9.17,13230637
770,5,2,2,29,2.09,5696673
2287,1,3,1,49,7.59,14718251
390,3,1,3,23,3.62,4949374
829,3,3,2,4,3.91,7311253
4359,1,3,3,12,2.27,23382129
3073,5,2,1,35,6.82,19497139
1986,1,1,1,8,8.15,13463499
491,4,3,3,17,9.55,8832373
2286,1,2,1,34,3.98,13035867
3923,5,3,2,30,6.59,23190846
2485,1,3,3,23,4.73,15343954
4740,2,1,3,42,6.02,25961829
1308,1,1,1,3,2.47,7737416
4083,1,1,2,40,6.24,22213789
4598,5,3,3,25,8.64,28068331
4968,4,4,3,43,8.77,29331983
4587,4,1,1,41,5.35,24992136
2352,5,4,1,9,3.12,15695979
3608,5,4,2,40,8.53,22243069
2016,5,4,2,41,9.99,15066821
610,2,2,1,8,4.39,5395900
4838,3,3,2,0,9.32,30016985
1560,1,1,1,15,9.85,11929213
4232,5,3,3,45,4.56,23065019
3568,5,3,1,12,7.45,23000569
884,5,2,1,37,6.23,8421984
3099,4,2,1,13,7.5,19740000
659,5,2,3,39,2.39,5733676
3166,1,3,2,22,4.3,18292281
2311,5,4,2,17,1.57,13452156
4306,1,3,2,27,6.52,25721502
1925,2,2,1,19,9.34,13603953
3064,3,3,1,0,6.04,19897315
1190,4,2,2,11,1.63,8643869
1031,1,2,3,26,9.37,9236005
4261,2,1,3,42,2.2,22244087
2804,3,4,3,12,8.95,20263190
914,3,2,3,3,7.43,9190482
4106,3,1,1,24,6.73,23660665
2019,1,4,2,5,6.28,13920353
1887,2,2,3,44,2.18,9717245
1911,5,4,1,21,5.51,13714817
1196,2,4,1,44,2.77,7435647
577,2,3,1,37,6.15,4536411
4947,2,1,2,35,5.03,26521294
1936,1,4,1,2,7.12,13754873
2458,1,3,2,14,9.84,17540698
2732,1,4,2,10,4.25,17027692
4204,2,3,2,33,6.55,24480507
3562,1,2,2,26,8.78,20894910
1749,3,2,1,22,1.84,10503821
4800,1,3,1,16,8.2,27990758
1532,4,2,1,22,3.15,9239005
4417,1,2,3,33,5.86,23670309
977,1,2,3,20,9.92,9274207
2958,1,4,2,32,9.86,19034755
2328,1,3,2,4,3.84,15281278
4058,4,1,2,16,2.19,22414874
4924,5,1,2,0,9.44,31078968
2337,1,3,2,6,9.04,16744686
2949,3,4,3,2,6.54,19446985
956,4,2,2,25,1.29,6206947
465,5,2,1,15,7.76,7241649
4891,1,4,2,15,2.45,25965331
889,5,1,1,43,9.49,8728894
4824,3,3,1,40,4.92,26960912
3121,4,3,1,13,6.54,20821963
4558,4,4,1,43,3.53,25047073
1562,5,2,2,25,5.28,11541305
371,1,2,2,26,7.79,4242043
3816,2,2,2,47,5.43,20194619
3880,4,3,2,16,8.62,23959638
568,2,1,2,43,7.42,5019708
2076,4,3,3,3,1.7,14043315
2762,1,4,1,16,6.46,17475859
1568,1,3,1,32,6.51,10580694
1315,4,4,3,29,4.43,10083158
3022,5,3,3,20,3.9,18346424
1383,1,1,2,16,1.57,7930039
4401,1,4,2,10,5.02,25519185
706,3,2,1,29,4.03,6198840
3376,1,2,2,17,9.56,21288506
1285,3,3,1,19,7.07,10336123
3903,1,3,2,33,5.14,20929187
4785,1,1,2,40,7.79,25934088
1009,5,1,1,27,8.01,9362936
2918,5,2,3,8,5.32,19083249
1711,1,3,3,43,1.68,8193496
